22.64,14.903,0,0,0,1
22.048,14.903,0,0,0,1
21.459,14.903,0,0,0,1
20.859,14.903,0,0,0,1
20.262,14.903,0,0,0,1
19.664,14.903,0,0,0,1
19.073,14.903,0,0,0,1
18.476,14.903,0,0,0,1
17.879,14.903,0,0,0,1
17.286,14.903,0,0,0,1
16.688,14.903,0,0,0,1
16.088,14.903,0,0,0,1
15.493,14.903,0,0,0,1
14.898,14.903,0,0,0,1
14.301,14.903,0,0,0,1
13.705,14.903,0,0,0,1
13.111,14.903,0,0,0,1
12.516,14.903,0,0,0,1
11.921,14.903,0,0,0,1
11.321,14.903,0,0,0,1
10.724,14.903,0,0,0,1
10.129,14.903,0,0,0,1
9.534,14.903,0,0,0,1
8.942,14.903,0,0,0,1
22.64,15.501,0,0,0,1
22.048,15.501,0,0,0,1
21.459,15.501,0,0,0,1
20.859,15.501,0,0,0,1
20.262,15.501,0,0,0,1
19.664,15.501,0,0,0,1
19.073,15.501,0,0,0,1
18.476,15.501,0,0,0,1
17.879,15.501,0,0,0,1
17.286,15.501,0,0,0,1
16.688,15.501,0,0,0,1
16.088,15.501,0,0,0,1
15.493,15.501,0,0,0,1
14.898,15.501,0,0,0,1
14.301,15.501,0,0,0,1
13.705,15.501,0,0,0,1
13.111,15.501,0,0,0,1
12.516,15.501,0,0,0,1
11.921,15.501,0,0,0,1
11.321,15.501,0,0,0,1
10.724,15.501,0,0,0,1
10.129,15.501,0,0,0,1
9.534,15.501,0,0,0,1
8.942,15.501,0,0,0,1
22.64,16.097,0,0,0,1
22.048,16.097,0,0,0,1
21.459,16.097,0,0,0,1
20.859,16.097,0,0,0,1
20.262,16.097,0,0,0,1
19.664,16.097,0,0,0,1
19.073,16.097,0,0,0,1
18.476,16.097,0,0,0,1
17.879,16.097,0,0,0,1
17.286,16.097,0,0,0,1
16.688,16.097,0,0,0,1
16.088,16.097,0,0,0,1
15.493,16.097,0,0,0,1
14.898,16.097,0,0,0,1
14.301,16.097,0,0,0,1
13.705,16.097,0,0,0,1
13.111,16.097,0,0,0,1
12.516,16.097,0,0,0,1
11.921,16.097,0,0,0,1
11.321,16.097,0,0,0,1
10.724,16.097,0,0,0,1
10.129,16.097,0,0,0,1
9.534,16.097,0,0,0,1
8.942,16.097,0,0,0,1
10.129,0,0,0,0,1
10.129,0.597,0,0,0,1
10.129,1.193,0,0,0,1
10.129,1.789,0,0,0,1
10.129,2.385,0,0,0,1
10.129,2.982,0,0,0,1
10.129,3.576,0,0,0,1
10.129,4.174,0,0,0,1
10.129,4.77,0,0,0,1
10.129,5.366,0,0,0,1
10.129,5.962,0,0,0,1
10.129,6.561,0,0,0,1
10.129,7.157,0,0,0,1
10.129,7.749,0,0,0,1
10.129,8.349,0,0,0,1
10.129,8.944,0,0,0,1
10.129,9.541,0,0,0,1
10.129,10.134,0,0,0,1
10.129,10.733,0,0,0,1
10.129,11.328,0,0,0,1
10.129,11.926,0,0,0,1
10.129,12.52,0,0,0,1
10.129,13.118,0,0,0,1
10.129,13.713,0,0,0,1
10.129,14.309,0,0,0,1
9.534,0,0,0,0,1
9.534,0.597,0,0,0,1
9.534,1.193,0,0,0,1
9.534,1.789,0,0,0,1
9.534,2.385,0,0,0,1
9.534,2.982,0,0,0,1
9.534,3.576,0,0,0,1
9.534,4.174,0,0,0,1
9.534,4.77,0,0,0,1
9.534,5.366,0,0,0,1
9.534,5.962,0,0,0,1
9.534,6.561,0,0,0,1
9.534,7.157,0,0,0,1
9.534,7.749,0,0,0,1
9.534,8.349,0,0,0,1
9.534,8.944,0,0,0,1
9.534,9.541,0,0,0,1
9.534,10.134,0,0,0,1
9.534,10.733,0,0,0,1
9.534,11.328,0,0,0,1
9.534,11.926,0,0,0,1
9.534,12.52,0,0,0,1
9.534,13.118,0,0,0,1
9.534,13.713,0,0,0,1
9.534,14.309,0,0,0,1
8.942,0,0,0,0,1
8.942,0.597,0,0,0,1
8.942,1.193,0,0,0,1
8.942,1.789,0,0,0,1
8.942,2.385,0,0,0,1
8.942,2.982,0,0,0,1
8.942,3.576,0,0,0,1
8.942,4.174,0,0,0,1
8.942,4.77,0,0,0,1
8.942,5.366,0,0,0,1
8.942,5.962,0,0,0,1
8.942,6.561,0,0,0,1
8.942,7.157,0,0,0,1
8.942,7.749,0,0,0,1
8.942,8.349,0,0,0,1
8.942,8.944,0,0,0,1
8.942,9.541,0,0,0,1
8.942,10.134,0,0,0,1
8.942,10.733,0,0,0,1
8.942,11.328,0,0,0,1
8.942,11.926,0,0,0,1
8.942,12.52,0,0,0,1
8.942,13.118,0,0,0,1
8.942,13.713,0,0,0,1
8.942,14.309,0,0,0,1
8.346,0,0,0,0,1
8.346,0.597,0,0,0,1
8.346,1.193,0,0,0,1
8.346,1.789,0,0,0,1
8.346,2.385,0,0,0,1
8.346,2.982,0,0,0,1
8.346,3.576,0,0,0,1
8.346,4.174,0,0,0,1
8.346,4.77,0,0,0,1
8.346,5.366,0,0,0,1
8.346,5.962,0,0,0,1
8.346,6.561,0,0,0,1
8.346,7.157,0,0,0,1
8.346,7.749,0,0,0,1
8.346,8.349,0,0,0,1
8.346,8.944,0,0,0,1
8.346,9.541,0,0,0,1
8.346,10.134,0,0,0,1
8.346,10.733,0,0,0,1
8.346,11.328,0,0,0,1
8.346,11.926,0,0,0,1
8.346,12.52,0,0,0,1
8.346,13.118,0,0,0,1
8.346,13.713,0,0,0,1
